,player_id,last_name,first_name,season_id,conference,league_id,games_played,minutes,points,o_rebounds,d_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,fg_attempted,fg_made,ft_attempted,ft_made,three_attempted,three_made
1280,rosede01,Rose,Derrick,2009,East,NBA,1,15,8.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0
1284,roybr01,Roy,Brandon,2008,West,NBA,1,31,14.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,2.0,8.0,7.0,0.0,0.0,0.0,0.0
1285,roybr01,Roy,Brandon,2007,West,NBA,1,28,18.0,1.0,8.0,9.0,5.0,1.0,1.0,0.0,2.0,10.0,8.0,0.0,0.0,3.0,2.0
1321,schrede01,Schrempf,Detlef,1996,West,NBA,1,20,11.0,1.0,3.0,4.0,2.0,0.0,1.0,1.0,3.0,8.0,5.0,1.0,0.0,3.0,1.0
1346,sheltlo01,Shelton,Lonnie,1981,West,NBA,1,20,7.0,4.0,5.0,9.0,1.0,4.0,0.0,2.0,4.0,3.0,3.0,2.0,1.0,0.0,0.0
1358,sikmaja01,Sikma,Jack,1981,West,NBA,1,21,10.0,2.0,7.0,9.0,1.0,2.0,1.0,0.0,2.0,11.0,5.0,0.0,0.0,0.0,0.0
1359,silasja01,Silas,James,1974,West,ABA,1,23,21.0,1.0,2.0,3.0,5.0,2.0,0.0,2.0,3.0,7.0,5.0,11.0,11.0,0.0,0.0
1365,simpsra01,Simpson,Ralph,1972,West,ABA,1,13,6.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,1.0,6.0,2.0,3.0,2.0,0.0,0.0
1366,simpsra01,Simpson,Ralph,1973,West,ABA,1,23,12.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,17.0,6.0,0.0,0.0,0.0,0.0
1367,simpsra01,Simpson,Ralph,1974,West,ABA,1,25,6.0,1.0,2.0,3.0,0.0,1.0,0.0,3.0,1.0,10.0,3.0,0.0,0.0,0.0,0.0
1376,smithst01,Smith,Steve,1997,East,NBA,1,16,14.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,5.0,2.0
1377,smitsri01,Smits,Rick,1997,East,NBA,1,21,10.0,2.0,5.0,7.0,4.0,0.0,2.0,0.0,3.0,7.0,3.0,4.0,4.0,0.0,0.0
1379,sprewla01,Sprewell,Latrell,1996,West,NBA,1,25,19.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,12.0,7.0,6.0,4.0,3.0,1.0
1382,sprewla01,Sprewell,Latrell,2000,East,NBA,1,15,7.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,6.0,3.0,3.0,1.0,1.0,0.0
1383,stackje01,Stackhouse,Jerry,2000,East,NBA,1,15,7.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,8.0,3.0,2.0,0.0,1.0,1.0
1384,stackje01,Stackhouse,Jerry,1999,East,NBA,1,14,8.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0
1386,stockjo01,Stockton,John,1999,West,NBA,1,11,10.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0
1387,stockjo01,Stockton,John,1996,West,NBA,1,20,12.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,2.0,6.0,5.0,0.0,0.0,2.0,2.0
1396,stojape01,Stojakovic,Peja,2003,West,NBA,1,13,5.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,5.0,2.0,0.0,0.0,4.0,1.0
1397,stojape01,Stojakovic,Peja,2002,West,NBA,1,13,5.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,7.0,2.0,0.0,0.0,4.0,1.0
1398,stojape01,Stojakovic,Peja,2001,West,NBA,1,18,11.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,5.0,3.0
1402,stoudam01,Stoudemire,Amare,2008,West,NBA,1,25,19.0,3.0,3.0,6.0,0.0,0.0,0.0,2.0,1.0,10.0,7.0,6.0,5.0,0.0,0.0
1403,stoudam01,Stoudemire,Amare,2009,West,NBA,1,20,12.0,3.0,7.0,10.0,0.0,1.0,0.0,2.0,0.0,10.0,5.0,2.0,2.0,0.0,0.0
1404,stoudam01,Stoudemire,Amare,2006,West,NBA,1,21,29.0,6.0,3.0,9.0,3.0,1.0,5.0,1.0,2.0,22.0,14.0,1.0,1.0,1.0,0.0
1405,stoudam01,Stoudemire,Amare,2004,West,NBA,1,20,6.0,4.0,5.0,9.0,2.0,1.0,0.0,1.0,2.0,11.0,3.0,2.0,0.0,0.0,0.0
1406,stoudam01,Stoudemire,Amare,2007,West,NBA,1,23,18.0,0.0,5.0,5.0,0.0,1.0,1.0,1.0,2.0,11.0,8.0,3.0,1.0,2.0,1.0
1408,szczewa01,Szczerbiak,Wally,2001,West,NBA,1,12,10.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,3.0,2.0
1411,taylobr01,Taylor,Brian,1974,East,ABA,1,21,21.0,0.0,1.0,1.0,3.0,4.0,0.0,1.0,4.0,13.0,9.0,5.0,3.0,0.0,0.0
1426,thomais01,Thomas,Isiah,1981,East,NBA,1,17,12.0,1.0,0.0,1.0,4.0,3.0,0.0,1.0,1.0,7.0,5.0,4.0,2.0,0.0,0.0
1431,thompda01,Thompson,David,1982,West,NBA,1,17,10.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0
1433,thompge01,Thompson,George,1972,East,ABA,1,22,10.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,10.0,4.0,2.0,2.0,0.0,0.0
1434,thompge01,Thompson,George,1973,East,ABA,1,21,10.0,0.0,2.0,2.0,3.0,0.0,0.0,4.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0
1454,tripuke01,Tripucka,Kelly,1981,East,NBA,1,15,6.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,7.0,3.0,0.0,0.0,0.0,0.0
1455,twardda01,Twardzik,Dave,1974,East,ABA,1,15,14.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0,6.0,4.0,4.0,7.0,6.0,0.0,0.0
1475,vanexni01,Van Exel,Nick,1997,West,NBA,1,20,13.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,14.0,5.0,2.0,2.0,6.0,1.0
1481,wadedw01,Wade,Dwyane,2009,East,NBA,1,31,28.0,3.0,3.0,6.0,11.0,5.0,0.0,3.0,4.0,16.0,12.0,6.0,4.0,1.0,0.0
1482,wadedw01,Wade,Dwayne,2008,East,NBA,1,27,18.0,2.0,0.0,2.0,5.0,3.0,0.0,0.0,2.0,13.0,6.0,7.0,4.0,6.0,2.0
1483,wadedw01,Wade,Dwyane,2006,East,NBA,1,24,10.0,0.0,0.0,0.0,3.0,5.0,2.0,6.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0
1484,wadedw01,Wade,Dwyane,2005,East,NBA,1,31,20.0,3.0,1.0,4.0,3.0,2.0,1.0,3.0,1.0,11.0,9.0,2.0,2.0,0.0,0.0
1485,wadedw01,Wade,Dwyane,2004,East,NBA,1,24,14.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,13.0,6.0,2.0,2.0,1.0,0.0
1486,wadedw01,Wade,Dwyane,2007,East,NBA,1,21,14.0,1.0,3.0,4.0,3.0,0.0,1.0,2.0,1.0,12.0,7.0,2.0,0.0,1.0,0.0
1487,walkean01,Walker,Antoine,2002,East,NBA,1,9,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,1.0,3.0,1.0
1488,walkean01,Walker,Antoine,2001,East,NBA,1,16,8.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,8.0,3.0,0.0,0.0,4.0,2.0
1489,walkean01,Walker,Antoine,1997,East,NBA,1,15,4.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,0.0,8.0,2.0,0.0,0.0,3.0,0.0
1499,wallabe01,Wallace,Ben,2003,East,NBA,1,23,4.0,2.0,5.0,7.0,0.0,3.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0
1500,wallabe01,Wallace,Ben,2002,East,NBA,1,24,2.0,4.0,2.0,6.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0
1501,wallabe01,Wallace,Ben,2005,East,NBA,1,24,0.0,0.0,8.0,8.0,2.0,3.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0
1502,wallabe01,Wallace,Ben,2004,East,NBA,1,14,6.0,4.0,3.0,7.0,0.0,0.0,0.0,2.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0
1503,wallage01,Wallace,Gerald,2009,East,NBA,1,16,2.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
1504,wallara01,Wallace,Rasheed,2000,West,NBA,1,21,2.0,1.0,3.0,4.0,2.0,1.0,0.0,2.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0
1505,wallara01,Wallace,Rasheed,1999,West,NBA,1,21,9.0,2.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,6.0,3.0,4.0,3.0,0.0,0.0
1506,wallara01,Wallace,Rasheed,2005,East,NBA,1,17,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,4.0,0.0
1507,wallara01,Wallace,Rasheed,2007,East,NBA,1,17,3.0,3.0,2.0,5.0,0.0,1.0,2.0,1.0,2.0,5.0,1.0,0.0,0.0,5.0,1.0
1520,webbech01,Webber,Chris,2001,West,NBA,1,20,8.0,3.0,0.0,3.0,4.0,1.0,0.0,2.0,2.0,7.0,3.0,4.0,1.0,2.0,1.0
1521,webbech01,Webber,Chris,2000,West,NBA,1,29,14.0,4.0,5.0,9.0,3.0,1.0,0.0,1.0,2.0,14.0,6.0,4.0,2.0,1.0,0.0
1522,webbech01,Webber,Chris,1999,West,NBA,1,13,6.0,3.0,5.0,8.0,3.0,1.0,0.0,2.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0
1523,webbech01,Webber,Chris,1996,East,NBA,1,14,2.0,1.0,3.0,4.0,3.0,1.0,0.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0
1525,westda01,West,David,2007,West,NBA,1,16,6.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0
1526,westda01,West,David,2008,West,NBA,1,14,6.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0
1579,willibu01,Williams,Buck,1981,East,NBA,1,22,4.0,1.0,9.0,10.0,1.0,0.0,2.0,3.0,0.0,7.0,2.0,2.0,0.0,0.0,0.0
1582,willich02,Williams,Chuck,1972,West,ABA,1,16,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,2.0,3.0,1.0,0.0,0.0
1584,willide01,Williams,Deron,2009,West,NBA,1,28,14.0,0.0,3.0,3.0,6.0,4.0,1.0,5.0,4.0,11.0,6.0,0.0,0.0,4.0,2.0
1586,willigu01,Williams,Gus,1981,West,NBA,1,26,22.0,2.0,0.0,2.0,9.0,1.0,0.0,0.0,1.0,19.0,9.0,4.0,4.0,1.0,0.0
1587,willija01,Williams,Jayson,1997,East,NBA,1,19,4.0,3.0,7.0,10.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0
1589,willima01,Williams,Mo,2008,East,NBA,1,17,12.0,1.0,1.0,2.0,5.0,0.0,0.0,2.0,0.0,10.0,5.0,0.0,0.0,5.0,2.0
1593,wisewi01,Wise,Willie,1972,West,ABA,1,37,26.0,2.0,4.0,6.0,4.0,0.0,0.0,1.0,3.0,20.0,11.0,4.0,4.0,0.0,0.0
1594,wisewi01,Wise,Willie,1973,West,ABA,1,25,8.0,6.0,1.0,7.0,0.0,1.0,1.0,1.0,1.0,12.0,4.0,0.0,0.0,0.0,0.0
